,title,date
131,"مشروع قانون عدد 2018/34 يتعلق بالموافقة على اتفاقية القرض المبرمة بتاريخ 21 مارس 2018 بين الجمهورية التونسية والصندوق الكويتي للتنمية الاقتصادية العربية للمساهمة في تمويل مشروع ""إعادة تأهيل وتجهيز أقسام طبية بالمستشفيات""",2018-4-11
132,مشروع قانون عدد 2018/33 يتعلق بالموافقة على اتفاقية القرض المبرمة بتاريخ 31 جانفي 2018 بين الجمهورية التونسية والوكالة الفرنسية للتنمية للمساهمة في تمويل الجيل الثاني من برنامج تهذيب وإدماج الأحياء السكنية,2018-4-11
133,مشروع قانون عدد 2018/32 يتعلق بتنقيح وإتمام القانون عدد31 لسنة 2015 المؤرخ في 21 أوت 2015 المتعلق بتدعيم الأسس المالية لبنك الإسكان والشركة التونسية للبنك,2018-4-03
134,مشروع قانون عدد 2018/31 يتعلق بإتمام القانون عدد 21 لسنة 1991 المؤرخ في 13 مارس 1991، المتعلق بممارسة مهنتي الطب وطب الأسنان وتنظيمهما,2018-4-02
135,مشروع قانون عدد 2018/30 يتعلق بالسجل الوطني للمؤسسات,2018-4-02
136,مشروع قانون عدد 2018/29 يتعلق بتنقيح بعض أحكام مجلة الضريبة على دخل الأشخاص الطبيعيين والضريبة على الشركات,2018-4-02
137,مشروع قانون أساسي عدد 2018/28 يتعلق بتنقيح وإتمام القانون الأساسي عدد 26 لسنة 2015 المؤرخ في 7 أوت 2015 المتعلق بمكافهة الإرهاب ومنع غسل الأموال,2018-4-02
138,مشروع قانون عدد 2018/27 يتعلق بالموافقة على اتفاقية القرض المبرمة بتاريخ 28 فيفري 2018 بين حكومة الجمهورية التونسية والصندوق العربي للإنماء الاقتصادي والاجتماعي للمساهمة في تمويل مشروع دعم التعليم الابتدائي,2018-3-30
139,مشروع قانون عدد 2018/26 يتعلق بالموافقة على اتفاقية القرض المبرمة بتاريخ 31 جانفي 2018 بين الجمهورية التونسية والوكالة الفرنسية للتنمية لتمويل برنامج حوكمة المؤسسات العمومية,2018-3-30
140,مشروع قانون عدد 2018/27 يتعلق بالموافقة على اتفاقية القرض المبرمة بتاريخ 28 فيفري 2018 بين حكومة الجمهورية التونسية والصندوق العربي للإنماء الاقتصادي والاجتماعي للمساهمة في تمويل مشروع دعم التعليم الابتدائي,2018-3-30
141,مشروع قانون عدد 2018/23 متعلق بغلق ميزانية سنة 2015,2018-3-08
142,مشروع قانون أساسي عدد 2018/21 يتعلق بالموافقة على انضمام الجمهورية التونسية إلى الاتفاقية الدولية لمعايير التدريب والإجازة والخفارة للعاملين على سفن الصيد البحري لسنة 1995,2018-3-06
143,مشروع قانون عدد 2018/20 يتعلق بالموافقة على عقد التمويل المبرم بتاريخ 14 ديسمبر 2017 بين الجمهورية التونسية والبنك الأوروبي للاستثمار للمساهمة في تمويل مشروع الطريق السيارة الوسط,2018-3-06
144,مشروع قانون عدد 2018/18 يتعلق بالموافقة على اتفاق القرض المبرم بتاريخ 21 ديسمبر 2017 بين الجمهورية التونسية والبنك الإفريقي للتنمية لتمويل مشروع دعم القدرات التقنية والتكنولوجية,2018-2-20
145,مشروع قانون عدد 2018/17 يتعلق بالترخيص للدولة في الترفيع في الاموال لمخصصة لفائدة الشركة الوطنية لاستغلال وتوزبع المياه,2018-2-20
146,مقترح قانون أساسي عدد 2018/19 يتعلق بتنقيح القانون عدد 16 لسنة 2014 المنقح والمتمم بالقانون عدد 07 لسنة 2017 والمتعلق بالانتخابات والاستفتاء,2018-2-18
147,مقترح قانون عدد 2018/16 يتعلق بترسيخ اللغة العربية ودعمها وتعميم استخدامها,2018-1-31
148,مشروع قانون عدد 2018/15 يتعلق بالموافقة على اتفاق القرض المبرم بتاريخ 21 ديسمبر 2017 بين الجمهورية التونسية والبنك الأوروبي لإعادة التعمير والتنمية للمساهمة في تمويل مشروع تأهيل الخط الحديدي 6 ومضاعفة وكهربة الجزء الرابط بين المكنين والمهدية من الخط الحديدي 22,2018-1-30
149,"مشروع قانون عدد 2018/14 يتعلق بالموافقة على اتفاق القرض المبرم بتاريخ 21 ديسمبر 2017 بين الجمهورية التونسية والبنك الإفريقي للتنمية للمساهمة في تمويل مشروع دعم تركيز المخطط الوطني الاستراتيجي ""تونس الرقمية 2020""",2018-1-30
150,مشروع قانون أساسي عدد 2018/13 يتعلق بالموافقة على اتفاق في مجال خدمات النقل الجوي مبرم بتاريخ 23 مارس 2017 بين حكومة الجمهورية التونسية وحكومة جمهورية السودان,2018-1-30
151,مشروع قانون أساسي عدد 2018/12 يتعلق بالموافقة على اتفاقية تعاون مبرمة بتاريخ 12 نوفمبر 2017 بين حكومة الجمهورية التونسية وحكومة جمهورية مصر العربية في مجال النقل البحري,2018-1-30
152,مشروع قانون أساسي عدد 2018/11 يتعلق بالقضاء على جميع أنواع التمييز العنصري,2018-1-22
153,مشروع قانون عدد 2018/10 يتعلق بتنقيح القانون عدد 103 لسنة 2002 المؤرخ في 23 ديسمبر 2002 المتعلق بإحداث نظام جبائي تفاضلي خاص بالسيارات السياحية التي لا تتجاوز قوتها 4 خيول بخارية جبائية,2018-1-22
154,مشروع قانون عدد 2018/09 يتعلق بإحداث تعاونية أعوان وزارة العدل والمؤسسات العمومية الخاضعة لإشرافها من غير القضاة وأسلاك قوات الأمن الداخلي,2018-1-22
155,مشروع قانون أساسي عدد 2018/08 يتعلق بانضمام الجمهورية التونسية إلى اتفاقية الإتحاد الإفريقي لمنع الفساد ومكافحته,2018-1-22
156,مشروع قانون أساسي عدد 2018/07 يتعلق بالموافقة على الاتفاقية المبرمة بتاريخ 13 ماي 2017 بين حكومة الجمهورية التونسية وحكومة جمهورية الصين الشعبية حول بعث مراكز ثقافية,2018-1-22
157,"مشروع قانون عدد 2018/06 يتعلق بالموافقة على اتفاقية القرض مبرمة بتاريخ 16 نوفمبر 2017 بين الجمهورية التونسية والصندوق الكويتي للتنمية الاقتصادية العربية للمساهمة في تمويل مشروع ""بناء وتجهيز أربعة مستشفيات جهوية من الصنف ب""",2018-1-22
158,مشروع قانون عدد 2018/22 يتعلق بالموافقة على اتفاق القرض المبرم بتاريخ 25 جانفي 2018 بين الجمهورية التونسية والبنك الإفريقي للتنمية لتمويل مشروع دعم الربط الطرقي بالشمال الشرقي,2018-1-19
159,مشروع قانون عدد 2018/05 يتعلق بالبنايات المتداعية للسقوط,2018-1-19
160,مشروع قانون عدد 2018/03 يتعلق بالمؤسسات الناشئة,2018-1-15
161,مشروع قانون أساسي عدد 2018/02 يتعلّق بالموافقة على بروتوكول للاتفاق الأوروبي المتوسطي المؤسّس للشراكة بين الجمهورية التونسية من جهة، والمجموعة الأوروبية ودولها الأعضاء من جهة أخرى، مراعاة لانضمام جمهورية بلغاريا ورومانيا إلى الاتحاد الأوروبي,2018-1-11
162,مقترح قانون أساسي عدد 2018/01 يتعلق بحرية الاتصال السمعي البصري,2018-1-03
163,مقترح قانون عدد 2018/04 يتعلق بتجريم التطبيع مع الكيان الصهيوني,2018-1-01
164,مشروع قانون عدد 2017/107 يتعلق بالموافقة على اتفاقية القرض المبرمة بتاريخ 9 نوفمبر 2017 بين الجمهورية التونسية والمؤسسة الألمانية للقروض من أجل إعادة الإعمار للمساهمة في تمويل مشروع الشبكة الحديدية السريعة II,2017-12-29
165,مشروع قانون عدد 2017/106 يتعلق بالموافقة على عقد التمويل المبرم بتاريخ 9 نوفمبر 2017 بين الجمهورية التونسية والبنك الأوروبي للاستثمار للمساهمة في تمويل مشروع الشبكة الحديدية السريعة II,2017-12-29
166,مشروع قانون عدد 2017/105 يتعلق بالموافقة على عقد الضمان عند أول طلب مبرم بتاريخ 8 نوفمبر 2017 بين الجمهورية التونسية والبنك الأوروبي للاستثمار والمتعلق بخط التمويل المسند لفائدة بنك الإسكان لتمويل مشاريع المؤسسات الصغيرة جدا والمؤسسات الصغرى والمتوسطة والمؤسسات ذات الحجم البيني,2017-12-29
167,مشروع قانون عدد 2017/104 يتعلق بالفنان والمهن الفنية,2017-12-27
168,مشروع قانون أساسي عدد 2017/103 يتعلق بإحداث برنامج الأمان الإجتماعي,2017-12-26
169,مشروع قانون عدد 2017/102 يتعلق بالموافقة على اتفاقية القرض المبرمة بتاريخ 5 أكتوبر 2017 بين الجمهورية التونسية والوكالة الفرنسية للتنمية لتمويل برنامج دفع الاستثمار وتعصير المستغلات الفلاحية,2017-12-14
170,"مشروع قانون عدد 2017/101 يتعلق بالموافقة على اتفاق القرض المبرم بتاريخ 9 نوفمبر 2017 بين الجمهورية التونسية والبنك الإفريقي للتنمية بصفته الجهة المكلفة بالتصرف في صندوق ""افريقيا ننمو معا"" للمساهمة في تمويل مشروع تثمين المناطق السقوية من خلال تنمية سلاسل القيمة",2017-12-14
171,مشروع قانون عدد 2017/100 يتعلق بالموافقة على اتفاق القرض المبرم بتاريخ 9 نوفمبر 2017 بين الجمهورية التونسية والبنك الإفريقي للتنمية للمساهمة في تمويل مشروع تثمين المناطق السقوية من خلال تنمية سلاسل القيمة,2017-12-14
172,مشروع قانون عدد 2017/99 يتعلق بتسوية مخالفات الصرف,2017-11-23
173,مشروع قانون عدد 2017/98 يتعلق بالموافقة على اتفاق القرض المبرم بتاريخ 9 نوفمبر 2017 بين الجمهورية التونسية والبنك الإفريقي للتنمية لتمويل برنامج دعم التنمية الجهوية الإدماجية – المرحلة II,2017-11-22
174,مشروع قانون أساسي عدد 2017/97 يتعلق بهيئة الاتصال السمعي البصري,2017-11-22
175,مشروع قانون عدد 2017/96 يتعلق بالموافقة على عقد القرض المبرم بتاريخ 25 سبتمبر 2017 بين الجمهورية التونسية والمؤسسة الألمانية للقروض من أجل إعادة الإعمار لتمويل برنامج دعم الإصلاحات في قطاع المياه,2017-11-22
176,مشروع قانون عدد 2017/95 يتعلق بالموافقة على اتفاق القرض المبرم في 14 أكتوبر 2017 بين الجمهورية التونسية والبنك الدولي للإنشاء والتعمير لتمويل مشروع الإدماج الاقتصادي للشباب (مبادرون),2017-11-22
177,مشروع قانون عدد 2017/94 يتعلق بالموافقة على اتفاقية البيع لأجل المبرمة بتاريخ 15 أكتوبر 2017 بين الجمهورية التونسية والبنك الإسلامي للتنمية بشأن المساهمة في تمويل مشروع إنشاء سدي السعيدة والقلعة الكبرى ومنشآت نقل المياه المرتبطة بهما,2017-11-22
178,مشروع قانون عدد 2017/93 يتعلق بالموافقة على اتفاقية القرض المبرمة بتاريخ 15 أكتوبر 2017 بين الجمهورية التونسية والبنك الإسلامي للتنمية بشأن المساهمة في تمويل مشروع إنشاء سدّي السعيدة والقلعة الكبرى ومنشآت نقل المياه المرتبطة بهما,2017-11-22
179,مشروع قانون عدد 2017/92 يتعلق بالموافقة على اتفاقية القرض المبرمة بتاريخ 15 أكتوبر 2017 بين الجمهورية التونسية والبنك الإسلامي للتنمية بشأن المساهمة في تمويل مشروع إنشاء سدّي السعيدة والقلعة الكبرى ومنشآت نقل المياه المرتبطة بهما (فترة التحضير),2017-11-22
180,مشروع قانون عدد 2017/90 يتعلق بالمغادرة الإختيارية للأعوان العموميين,2017-11-16
181,مشروع قانون أساسي عدد 2017/91 يتعلق بالموافقة على اتفاقية بين حكومة الجمهورية التونسية وحكومة مملكة البحرين حول المساعدة الإدارية المتبادلة قصد منع وتقصي وزجر المخالفات الجمركية,2017-11-08
182,مشروع قانون عدد 2017/89 يتعلق بالتصريح بالمكاسب والمصالح وبمكافحة الإثراء غير المشروع وتضارب المصالح,2017-10-25
183,مشروع قانون عدد 2017/88 يتعلق بالموافقة على تبادل مذكرات بين حكومة الجمهورية التونسية وحكومة اليابان بخصوص تمويل مشروع إنجاز محطة تحلية مياه البحر بصفاقس وعلى اتفاقية قرض بين حكومة الجمهورية التونسية والوكالة اليابانية للتعاون الدولي,2017-10-17
184,مشروع قانون عدد 2017/87 يتعلق بمشروع قانون المالية التكميلي لسنة 2017,2017-10-13
185,مشروع قانون عدد 2017/86 يتعلق بمشروع قانون المالية لسنة 2018,2017-10-13
186,مقترح قانون عدد 2017/85 يتعلق بتنقيح الكتاب السابع و الفصول 77، 78، 79 و 80 من مجلة الأحوال الشخصية,2017-9-20
187,"مشروع قانون عدد 2017/84 يتعلق بالموافقة على اتفاقية القرض المبرمة بتاريخ 27 جويلية 2017 بين حكومة الجمهورية التونسية والصندوق السعودي للتنمية للمساهمة في تمويل مشروع ""السكن الاجتماعي (المرحلة الثانية)""",2017-9-20
188,"مشروع قانون عدد 2017/83 يتعلق بالموافقة على اتفاقية القرض المبرمة بتاريخ 27 جويلية 2017 بين حكومة الجمهورية التونسية والصندوق السعودي للتنمية للمساهمة في تمويل مشروع ""إنشاء وتجهيز مستشفيين صنف ب بمدينتي الجم وسبيبة""",2017-9-20
189,"مشروع قانون عدد 2017/82 يتعلق بالموافقة على اتفاقية القرض المبرمة بتاريخ 11 جويلية 2017 بين حكومة الجمهورية التونسية والصندوق العربي للإنماء الاقتصادي والاجتماعي للمساهمة في تمويل مشروع الطريق السيارة ""تونس جلمة""",2017-9-20
190,مشروع قانون أساسي عدد 2017/81 يتعلق بالموافقة على بروتوكول إضافي للاتفاقية العربية المتوسطية للتبادل الحر (اتفاقية أغادير) حول انضمام دول جديدة,2017-9-20
191,مشروع قانون أساسي عدد 2017/80 يتعلق بالموافقة على تعديل الفصل 14 من النظام الأساسي للمنظمة العالمية للسياحة,2017-9-20
192,مشروع قانون عدد 2017/79 يتعلّق بأحكام خاصة بالشركة الوطنية للاتصالات,2017-9-20
193,مشروع قانون عدد 2017/78 يتعلق بمنح عطلة استثنائية للأعوان العموميين المترشحين للانتخابات الرئاسية والتشريعية والجهوية والبلدية.,2017-9-20
194,مشروع قانون عدد 2017/77 يتعلق بإتمام القانون عدد 13 لسنة 1994 المؤرخ في 31 جانفي 1994 والمتعلق بممارسة الصيد البحري,2017-9-20
195,مشروع قانون عدد 2017/76 يتعلق بالموافقة على الإحالة لفائدة الدولة للقرض الرقاعي المصدر من قبل البنك المركزي التونسي بالسوق المالية العالمية، موضوع الاتفاقات المبرمة بين البنك المركزي التونسي وجمع من مؤسسات مالية أجنبية,2017-9-20
196,مشروع قانون عدد 2017/75 يتعلق بالموافقة على الإحالة لفائدة الدولة للقرض الرقاعي المصدر من قبل البنك المركزي التونسي في شكل اكتتاب خاص من قبل البنك الوطني القطري QNB، موضوع الاتفاقات المبرمة بين البنك المركزي التونسي وجمع من مؤسسات مالية أجنبية بتاريخ 18 أفريل 2017,2017-9-20
197,النظر في طلب منح الثقة لأعضاء الحكومة المقترحين,2017-9-11
198,مشروع قانون أساسي عدد 2017/71 يتعلق بالموافقة على انضمام الجمهورية التونسية إلى اتفاقية مجلس أوروبا بشأن حماية الأطفال من الإستغلال والإعتداء الجنسي(لانزاروتي),2017-8-04
199,مشروع قانون أساسي عدد 2017/70 يتعلق بالموافقة على اتفاق مبرم في 9 فيفري 2017 بين حكومة الجمهورية التونسية وحكومة الجمهورية الإيطالية في مجال النقل الدولي للأشخاص والبضائع على الطرقات,2017-8-04
200,مشروع قانون أساسي عدد 2017/71 يتعلق بالموافقة على انضمام الجمهورية التونسية إلى اتفاقية مجلس أوروبا بشأن حماية الأطفال من الإستغلال والإعتداء الجنسي(لانزاروتي),2017-8-04
201,مشروع قانون عدد 2017/69 يتعلق بغلق ميزانية الدولة لسنة 2014,2017-8-04
202,مشروع قانون عدد 2017/68 يتعلق بالموافقة على اتفاقية القرض المبرمة بتاريخ 6 جويلية 2017 بين وزارة المالية ومجموعة من البنوك المحلية لتمويل ميزانية الدولة,2017-8-04
203,مقترح قانون عدد 2017/66 يتعلق بتضارب المصالح,2017-7-13
204,مشروع قانون أساسي عدد 2017/64 يتعلق بالموافقة على انضمام الجمهورية التونسية إلى اتفاقية توحيد بعض قواعد النقل الجوي الدولي,2017-7-08
205,مشروع قانون عدد 2017/62 يتعلق بالموافقة على اتفاقية القرض المبرمة في 7 أفريل 2017 بين حكومة الجمهورية التونسية والوكالة الفرنسية للتنمية لتمويل مشروع تهيئة الجذع المركزي للمترو ومحطة الترابط بساحة برشلونة,2017-7-08
206,مشروع قانون عدد 2017/61 يتعلق بالموافقة على عقد الضمان عند أول طلب المبرم في 7 أفريل 2017 بين حكومة التونسية والوكالة الفرنسية للتنمية والمتعلق بالقرض المسند لفائدة الشركة الوطنية لاستغلال وتوزيع المياه لتمويل مشروع إنجاز محطة معالجة المياه بالساحل وتعزيز طاقة قنوات جلب المياه المعالجة,2017-7-08
207,"مشروع قانون أساسي عدد 2017/65 يتعلق بالموافقة على الاتفاقية المبرمة في 11 ماي 2017 بين الجمهورية التونسية والاتحاد الأوروبي حول مشاركة الجمهورية التونسية في برنامج الاتحاد الأوروبي ""برنامج أوروبا المبدعة لدعم القطاعات الثقافية والإبداعية ""وحول التعاون بين الجمهورية التونسية والاتحاد الأوروبي في البرنامج الفرعي لميديا ""MEDIA "" ببرنامج ""أوروبا المبدعة""",2017-7-07
208,مشروع قانون أساسي عدد 2017/63 يتعلق بالموافقة على انضمام الجمهورية التونسية لبروتوكول الميثاق الإفريقي لحقوق الإنسان والشعوب بشأن حقوق المرأة في أفريقيا,2017-7-07
209,مشروع قانون عدد 2017/60 المتعلق بالموافقة على مذكّرة التفاهم واتفاقية القرض المبرمتين في 27 أفريل 2017 بين حكومة الجمهورية التونسية والاتحاد الأوروبي,2017-7-07
210,مشروع قانون عدد 2017/59 يتعلق بالموافقة على اتفاق القرض المبرم في 13 جوان 2017 بين الجمهورية التونسية والبنك الدولي للإنشاء والتعمير لتمويل برنامج مناخ الاستثمار وريادة الأعمال,2017-7-07
211,مقترح قانون أساسي عدد 2017/74 يتعلق بتنقيح الفصول 116/114 من مجلة حماية الطفل,2017-6-18
212,"مشروع قانون عدد 2017/57 يتعلق بالموافقة على الاتفاقية وملحقاتها الخاصّة برخصة استكشاف المحروقات التي تعرف برخصة ""دويرات""",2017-5-30
213,"مشروع قانون عدد 2017/56 يتعلق بالموافقة على الاتفاقية وملحقاتها الخاصة برخصة البحث عن المحروقات التي تعرف برخصة ""نفزاوة""",2017-5-30
214,"مشروع قانون عدد 2017/55 يتعلق الموافقة على الملحق عدد 3 المنقح للاتفاقية وملحقاتها الخاصّة برخصة البحث عن المحروقات التي تعرف برخصة ""برج الخضراء""",2017-5-30
215,مقترح قانون عدد 2017/54 يتعلق بتعديل الفصل 15 من مجلة الغابات,2017-5-25
216,مشروع قانون عدد 2017/53 يتعلق بالموافقة على اتفاق القرض المبرم في 22 أفريل 2017 بين الجمهورية التونسية والبنك الدولي للإنشاء والتعمير لتمويل مشروع التصرف المندمج في المناطق الأقل نموا,2017-5-24
217,مشـروع قانـون عدد 2017/52 يتعلق بالترخيص للدولة في الالتزام بالاتفاقية بين حكومة الجمهورية التونسية ومعهد الولايات المتحدة للسلام بشأن فتح مكتب إقليمي بتونس,2017-5-24
218,مشروع قانون عدد 2017/51 يتعلق بالموافقة على اتفاقية القرض المبرمة بتاريخ 18 أفريل 2017 بين حكومة الجمهورية التونسية والصندوق العربي للإنماء الإقتصادي والإجتماعي للمساهمة في تمويل مشروع بناء الجسور على الطرق المصنفة,2017-5-24
219,مشروع قانون عدد 2017/50 يتعلق بسلامة المنتجات الصناعية ومراقبة السوق,2017-5-05
220,مشروع قانون عدد 2017/50 يتعلق بسلامة المنتجات الصناعية ومراقبة السوق,2017-5-05
221,مشروع قانون أساسي عدد 2017/49 يتعلق بالموافقة على تبادل مذكرات بين حكومة الجمهورية التونسية وحكومة جمهورية ألمانيا الإتحادية المتعلق بالتعاون المالي والفني وعلى اتفاق الضمان المبرم بتاريخ 29 نوفمبر 2016 والمتعلق بالقرض المبرم بين الشركة التونسية للكهرباء والغاز والمؤسسة الألمانية للقروض من أجل إعادة الإعمار للمساهمة في تمويل مشروع إنجاز محطة شمسية فولطاضوئية بتوزر 1,2017-5-05
222,مشروع قانون عدد 2017/47 يتعلق بإصدار مجلة مؤسسات الاستثمار الجماعي,2017-5-02
223,مشروع قانون أساسي عدد 2017/72 يتعلق بالموافقة على انضمام الجمهورية التونسية إلى البروتوكول الاختياري الثالث الملحق باتفاقية حقوق الطفل المتعلق بإجراء تقديم البلاغات,2017-4-23
224,مقترح القانون عدد 2017/45 المتعلق بتعديل أحكام القانون عدد 21 لسنة 1995 المؤرخ في 13 فيفري 1995 والمتعلق بالعقارات الدولية الفلاحية,2017-4-14
225,مشروع قانون عدد 2017/46 يتعلق بضبط أحكام استثنائية للإحالة على التقاعد قبل بلوغ السن القانونية في قطاع الوظيفة العمومية,2017-4-12
226,مشروع قانون أساسي عدد 2017/44 يتعلق بالموافقة على الاتفاقية الدولية حول تبسيط ومواءمة الأنظمة الديوانية (اتفاقية كيوطو) لسنة 1973 كما تم تعديلها سنة 1999,2017-4-06
227,مشروع قانون عدد 2017/43 يتعلق بالموافقة على اتفاق القرض المبرم بتاريخ 26 جانفي 2017 بين الجمهورية التونسية والصندوق الدولي للتنمية الزراعية لتمويل مشروع تطوير المنظومات الفلاحية من أجل التنمية المحلية بولاية سليانة,2017-4-06
228,مشروع قانون عدد 2017/42 يتعلق بتنقيح القانون عدد 52 لسنة 1992 المؤرخ في 18 ماي 1992 المتعلق بالمخدرات,2017-4-06
229,مشروع قانون عدد 2017/41 يتعلق بتنقيح القانون عدد 71 لسنة 2004 المؤرخ في 2 أوت 2004 المتعلق بإحداث نظام للتأمين على المرض,2017-4-06
230,مشروع قانون أساسي عدد 2017/33 يتعلق بالموافقة على انضمام الجمهورية التونسية إلى الاتفاقية رقم 108 لمجلس أوروبا المتعلقة بحماية الأشخاص تجاه المعالجة الآلية للمعطيات ذات الطابع الشخصي، وبروتوكولها الإضافي رقم 181 الخاص بسلطات المراقبة وانسياب وتدفق المعطيات عبر الحدود,2017-3-29
231,مقترح قانون عدد 2017/40 يتعلق بتحجير ومنع إعادة استعمال القوارير الزجاجية المعدة لتعبئة المواد الغذائية أو الشبه غذائية,2017-3-27
232,مشروع قانون عدد 2017/39 يتعلق بتنقيح وإتمام القانون عدد 64 بسنة 1999 المؤرخ في 15 جويلية 1999 المتعلق بنسبة الفائدة المشطة,2017-3-23
233,مشروع قانون أساسي عدد 2017/38 يتعلّق بهيئة الحوكمة الرشيدة ومكافحة الفساد,2017-3-23
234,التصويت على أعضاء الحكومة المقترحين في إطار التحوير الوزاري,2017-3-16
235,مقترح قانون عدد 2017/37 يتعلق بالتصرف في الأموال والممتلكات المصادرة واسترجاعها لفائدة الدولة,2017-3-16
236,مقترح قانون عدد 2017/36 يتعلق بتعديل الفصل 172 من مجلة التأمين,2017-3-15
237,مقترح قانون عدد 2017/35 يتعلق بالتصريح بالمكاسب,2017-3-15
238,مقترح قانون عدد 2017/34 يتعلق بتنقيح النظام الداخلي بإضافة باب متعلق بمدونة الأخلاقيات وقواعد السلوك البرلمانية,2017-3-14
239,مشروع قانون أساسي عدد 2017/32 يتعلق بالموافقة على انضمام الجمهورية التونسية للاتفاقية المتعلقة بالجوانب المدنية للاختطاف الدولي للأطفال ، المبرمة في إطار مؤتمر لاهاي للقانون الخاص بتاريخ 25 أكتوبر 1980,2017-3-09
240,مشروع قانون أساسي عدد 2017/31 يتعلق بتدعيم جودة المعلومات الائتمانية,2017-3-09
241,مشروع قانون عدد 2017/29 يتعلق بالموافقة على إتفاقية الضمان المبرمة في 13 فيفري 2017 بين حكومة الجمهورية التونسية ومجموعة من البنوك الأجنبية والمتعلقة بالقرض المسند لفائدة الشركة التونسية للكهرباء والغاز والخاص بتمويل مشروع إنجاز محطة توليد الكهرباء بالتربنتين الغازيتين ببوشمة,2017-3-02
242,مقترح قانون عدد 2017/28 يتعلق بالمسؤولية المجتمعية للمؤسسات ,2017-2-28
243,مشروع قانون أساسي عدد 2017/27 يتعلق بتنقيح وإتمام القانون عدد 34 لسنة 2016 المؤرخ في 28 افريل 2016 المتعلق بالمجلس الأعلى للقضاء,2017-2-28
244,مشروع قانون عدد 2017/26 يتعلق بالموافقة على إتفاق التعاون المالي بعنوان سنة 2015 بين حكومة الجمهورية التونسية وحكومة جمهورية ألمانيا الإتحادية,2017-2-28
245,مشروع قانون أساسي عدد 2017/25 يتعلق بالموافقة على بروتوكول إتفاق بين حكومة الجمهورية التونسية وحكومة جمهورية الصين الشعبية يتعلق بارسال فرق طبية صينية إلى البلاد التونسية.,2017-2-28
246,مقترح قانون عدد 2017/24 يتعلق بتنقيح القانون عدد 52 لسنة 1992 المؤرخ في 18 ماي 1992 والمتعلق بالمخدرات,2017-2-21
247,مقترح قانون عدد 2017/23 يتعلق بتنظيم سبر الآراء واستطلاعات الرأي وإنجازها ونشرها,2017-2-15
248,مقترح قانون أساسي عدد 2017/30 يتعلّق بالمصالحة بخصوص الموظفين العموميين وأشباههم من أجل أفعال تتعلق بالفساد المالي وبالإعتداء على المال العام,2017-2-09
249,مشروع قانون عدد 2017/20 يتعلّق بتنقيح وإتمام بعض أحكام مجلة الأوسمة وإحداث وسام الوفاء والتضحية,2017-2-06
250,مشروع قانون أساسي عدد 2017/19 يتعلق بالموافقة على انضمام الجمهورية التونسية للاتفاقية المتعلقة بتبليغ الوثائق القضائية وغير القضائية إلى الخارج في المادة المدنية والتجارية المبرمة في إطار مؤتمر لاهاي للقانون الدولي الخاص بتاريخ 15 نوفمبر 1965,2017-2-03
251,مشروع قانون عدد 2017/18 يتعلق بالموافقة على عقد الضمان المبرم بتاريخ 29 نوفمبر 2016 بين حكومة الجمهورية التونسية والبنك الأوروبي لإعادة الإعمار والتنمية والمتعلق بالقرض المسند لفائدة الشركة التونسية للكهرباء والغاز للمساهمة في تمويل مشروع نقل الكهرباء,2017-2-03
252,"مشروع قانون عدد 2017/17 يتعلق الموافقة على عقد التمويل المبرم بتاريخ 29 نوفمبر 2016 بين حكومة الجمهورية التونسية والبنك الأوروبي للإستثمار للمساهمة في تمويل ""قنطرة بنزرت""",2017-2-03
253,مشروع قانون عدد 2017/16 يتعلق بالموافقة على الإحالة لفائدة الدولة للقرض الرقاعي المصدر من قبل البنك المركزي التونسي بالسوق المالية العالمية ، بضمان من الوكالة الأمريكية للتنمية موضوع الاتفاقات المبرمة بين البنك المركزي التونسي وجمع من مؤسسات مالية أجنبية,2017-2-03
254,مشروع قانون عدد 2017/15 يتعلق بتنقيح القانون عدد 19 لسنة 2008 المؤرخ في 25 فيفري 2008 والمتعلق بالتعليم العالي,2017-2-03
255,مشروع قانون أساسي عدد 2017/14 يتعلق بالموافقة على انضمام الجمهورية التونسية للاتفاقية المتعلقة بإلغاء شرط التصديق على الوثائق العامة الأجنبية المبرمة بتاريخ 5 أكتوبر 1961 في إطار مؤتمر لاهاي للقانون الدولي الخاص,2017-2-03
256,مشروع قانون عدد 2017/13 يتعلق بالموافقة على اتفاق القرض المبرم بتاريخ 29 نوفمبر 2016 بين حكومة الجمهورية التونسية والمؤسسة الألمانية للقروض من أجل إعادة الإعمار لتمويل مشروع إنجاز محطة لتحلية مياه البحر بالزرات بولاية قابس,2017-2-03
257,مشروع قانون عدد 2017/12 يتعلق بالموافقة على عقد الضمان عند أول طلب المبرم بتاريخ 29 نوفمبر 2016 بين حكومة الجمهورية التونسية والبنك الأوروبي للإستثمار والمتعلق بالقرض المسند لفائدة الشركة التونسية للكهرباء والغاز للمساهمة في تمويل مشروع نقل الكهرباء,2017-2-03
258,مشروع قانون عدد 2017/11 يتعلق بتنقيح بعض أحكام مجلة المحروقات,2017-2-03
259,مشروع قانون عدد 2017/10 يتعلق بالموافقة على عقد الضمان عند أول طلب المبرم بتاريخ 29 نوفمبر 2016 بين حكومة الجمهورية التونسية والبنك الأوروبي للإستثمار والمتعلق بالقرض المسند لفائدة الديوان الوطني للتطهير للمساهمة في تمويل برنامج الحد من التلوث بالبحر الأبيض المتوسط,2017-2-03
