party_id,name,start_date,end_date,KnessetNum
748,"הליכוד - אח""י בהנהגת בנימין נתניהו לראשות הממשלה",2009-02-24T00:00:00,2013-02-05T00:00:00,18
749,התנועה החדשה מרצ,2009-02-24T00:00:00,2013-02-05T00:00:00,18
750,העבודה,2011-01-17T00:00:00,2013-02-05T00:00:00,18
751,קדימה - עם ציפי לבני לראשות הממשלה,2009-02-24T00:00:00,2013-02-05T00:00:00,18
752,הרשימה הערבית המאוחדת - התנועה הערבית להתחדשות,2009-02-24T00:00:00,2013-02-05T00:00:00,18
753,התאחדות הספרדים העולמית שומרי תורה,2009-02-24T00:00:00,2013-02-05T00:00:00,18
762,העצמאות,2011-01-17T00:00:00,2013-02-05T00:00:00,18
802,"בל""ד - אלתג'מוע אלווטני אלדמוקרטי",2013-02-05T00:00:00,2015-03-31T00:00:00,19
803,"הבית היהודי מייסודם של האיחוד הלאומי והמפד""ל החדשה",2013-02-05T00:00:00,2015-03-31T00:00:00,19
804,הליכוד - ישראל ביתנו ,2013-02-05T00:00:00,2014-07-09T00:00:00,19
805,העבודה בראשות שלי יחימוביץ',2013-02-05T00:00:00,2015-03-31T00:00:00,19
806,"חד""ש - החזית הדמוקרטית לשלום ושוויון",2013-02-05T00:00:00,2015-03-31T00:00:00,19
807,"יהדות התורה והשבת, אגודת ישראל - דגל התורה",2013-02-05T00:00:00,2015-03-31T00:00:00,19
808,מרצ - השמאל של ישראל,2013-02-05T00:00:00,2015-03-31T00:00:00,19
809,קדימה בראשות שאול מופז,2013-02-05T00:00:00,2015-03-31T00:00:00,19
810,"רע""מ-תע""ל-מד""ע",2013-02-05T00:00:00,2014-12-08T00:00:00,19
811,שס התאחדות הספרדים העולמית שומרי תורה,2013-02-05T00:00:00,2015-03-31T00:00:00,19
812,יש עתיד בראשות יאיר לפיד,2013-02-05T00:00:00,2015-03-31T00:00:00,19
813,התנועה בראשות ציפי לבני,2013-02-05T00:00:00,2015-03-31T00:00:00,19
842,הליכוד - תנועה לאומית ליברלית,2014-07-09T00:00:00,2015-03-31T00:00:00,19
843,ישראל ביתנו,2014-07-09T00:00:00,2015-03-31T00:00:00,19
882,הליכוד,2015-03-31T00:00:00,2019-04-30T00:00:00,20
902,המחנה הציוני,2015-03-31T00:00:00,2019-01-01T00:00:00,20
903,"הרשימה המשותפת (חד""ש, רע""ם, בל""ד ותע""ל)",2015-03-31T00:00:00,2019-04-30T00:00:00,20
904,יש עתיד,2015-03-31T00:00:00,2019-04-30T00:00:00,20
905,ישראל ביתנו,2015-03-31T00:00:00,2019-04-30T00:00:00,20
906,כולנו בראשות משה כחלון,2015-03-31T00:00:00,2019-04-30T00:00:00,20
907,הבית היהודי בראשות נפתלי בנט,2015-03-31T00:00:00,2019-04-30T00:00:00,20
908,יהדות התורה,2015-03-31T00:00:00,2019-01-09T00:00:00,20
909,מרצ,2015-03-31T00:00:00,2019-04-30T00:00:00,20
910,"ש""ס",2015-03-31T00:00:00,2019-04-30T00:00:00,20
911,אין נתונים,1900-01-01T00:00:00,,1
913,"חה""כ אורלי לוי-אבקסיס",2017-03-15T00:00:00,2019-04-30T00:00:00,20
914,העבודה הישראלית,2019-01-01T00:00:00,2019-04-30T00:00:00,20
915,התנועה,2019-01-01T00:00:00,2019-04-30T00:00:00,20
916,הימין החדש,2018-12-30T00:00:00,2019-04-30T00:00:00,20
917,כחול לבן,2019-04-30T00:00:00,2019-10-03T00:00:00,21
918,"ש""ס",2019-04-30T00:00:00,2019-10-03T00:00:00,21
922,"רע""ם - בל""ד - הרשימה הערבית המאוחדת ברית לאומית דמוקרטית",2019-04-30T00:00:00,2019-06-02T00:00:00,21
923,הבית היהודי - האיחוד הלאומי,2019-04-30T00:00:00,2019-10-03T00:00:00,21
924,"חד""ש תע""ל בראשות איימן עודה ואחמד טיבי",2019-04-30T00:00:00,2019-07-10T00:00:00,21
925,סיעת העבודה,2019-04-30T00:00:00,2019-10-03T00:00:00,21
926,מרצ,2019-04-30T00:00:00,2019-10-03T00:00:00,21
928,יהדות התורה,2019-04-30T00:00:00,2019-07-10T00:00:00,21
929,ישראל ביתנו בראשות אביגדור ליברמן,2019-04-30T00:00:00,2019-10-03T00:00:00,21
930,כולנו בראשות משה כחלון,2019-04-30T00:00:00,2019-10-03T00:00:00,21
931,הליכוד בהנהגת בנימין נתניהו לראשות הממשלה,2019-04-30T00:00:00,2019-10-03T00:00:00,21
932,"ש""ס",2019-10-03T00:00:00,2020-03-16T00:00:00,22
933,הליכוד בהנהגת בנימין נתניהו לראשות הממשלה,2019-10-03T00:00:00,2020-03-16T00:00:00,22
934,העבודה - גשר,2019-10-03T00:00:00,2020-03-16T00:00:00,22
935,הבית היהודי - האיחוד הלאומי,2019-10-10T00:00:00,2020-03-16T00:00:00,22
936,יהדות התורה והשבת אגודת ישראל - דגל התורה,2019-10-03T00:00:00,2019-12-30T00:00:00,22
937,ישראל ביתנו בראשות אביגדור ליברמן,2019-10-03T00:00:00,2020-03-16T00:00:00,22
938,כחול לבן,2019-10-03T00:00:00,2020-03-16T00:00:00,22
939,המחנה הדמוקרטי,2019-10-03T00:00:00,2020-03-16T00:00:00,22
940,"הרשימה המשותפת חד""ש, רע""ם, תע""ל, בל""ד",2019-10-03T00:00:00,2019-12-30T00:00:00,22
941,הימין החדש,2019-10-10T00:00:00,2020-03-16T00:00:00,22
942,הליכוד,2020-03-16T00:00:00,2021-04-06T00:00:00,23
943,"הרשימה המשותפת חד""ש, רע""מ, תע""ל, בל""ד",2020-03-16T00:00:00,2021-01-28T00:00:00,23
944,יהדות התורה והשבת אגודת ישראל - דגל התורה,2020-03-16T00:00:00,2020-12-28T00:00:00,23
945,ישראל ביתנו בראשות אביגדור ליברמן,2020-03-16T00:00:00,2021-04-06T00:00:00,23
946,כחול לבן,2020-03-29T00:00:00,2021-04-06T00:00:00,23
947,"ש""ס",2020-03-16T00:00:00,2021-04-06T00:00:00,23
948,ימינה,2020-03-16T00:00:00,2021-04-06T00:00:00,23
949,העבודה - גשר - מרצ,2020-03-16T00:00:00,2020-03-23T00:00:00,23
950,יש עתיד,2020-03-29T00:00:00,2020-03-29T00:00:00,23
951,"תל""ם - תנועה לאומית ממלכתית",2020-03-29T00:00:00,2020-03-29T00:00:00,23
952,"חה""כ ע'דיר כמאל מריח",2020-03-29T00:00:00,2020-03-29T00:00:00,23
953,"חה""כ פנינה תמנו",2020-03-29T00:00:00,2020-03-29T00:00:00,23
954,דרך ארץ,2020-03-29T00:00:00,2021-04-06T00:00:00,23
955,"יש עתיד - תל""ם",2020-03-29T00:00:00,2021-04-06T00:00:00,23
956,העבודה - מרצ,2020-03-23T00:00:00,2020-04-06T00:00:00,23
957,גשר,2020-03-23T00:00:00,2021-04-06T00:00:00,23
958,העבודה הישראלית,2020-04-06T00:00:00,2021-04-06T00:00:00,23
959,מרצ,2020-04-06T00:00:00,2021-04-06T00:00:00,23
960,הבית היהודי,2020-07-14T00:00:00,2021-04-06T00:00:00,23
961,הציונות הדתית,2021-04-06T00:00:00,2022-11-15T00:00:00,24
962,הליכוד בהנהגת בנימין נתניהו לראשות הממשלה,2021-04-06T00:00:00,2022-11-15T00:00:00,24
963,העבודה,2021-04-06T00:00:00,2022-11-15T00:00:00,24
964,"הרשימה המשותפת (חד""ש, תע""ל, בל""ד)",2021-04-06T00:00:00,2022-09-06T00:00:00,24
965,יהדות התורה והשבת - אגודת ישראל דגל התורה,2021-04-06T00:00:00,2022-08-15T00:00:00,24
966,ימינה בראשות נפתלי בנט,2021-04-06T00:00:00,2022-08-15T00:00:00,24
967,יש עתיד,2021-04-06T00:00:00,2022-11-15T00:00:00,24
968,ישראל ביתנו,2021-04-06T00:00:00,2022-11-15T00:00:00,24
969,כחול לבן,2021-04-06T00:00:00,2022-11-15T00:00:00,24
970,מרצ,2021-04-06T00:00:00,2022-11-15T00:00:00,24
971,"ש""ס",2021-04-06T00:00:00,2022-11-15T00:00:00,24
972,תקווה חדשה,2021-04-06T00:00:00,2022-08-15T00:00:00,24
973,הרשימה הערבית המאוחדת,2021-04-06T00:00:00,2022-11-15T00:00:00,24
974,עתיד אחד,2021-06-27T00:00:00,2021-06-27T00:00:00,24
977,הקומוניסטים העברים,1949-06-08T00:00:00,1949-08-15T00:00:00,1
978,סיעה בלתי תלויה באחדות העבודה,1953-01-20T00:00:00,1954-01-13T00:00:00,2
979,סיעת השמאל,1952-02-20T00:00:00,1954-11-01T00:00:00,2
980,אגודת ישראל - פועלי אגודת ישראל,1955-11-03T00:00:00,1959-11-30T00:00:00,3
981,מפלגה דתית לאומית,1957-01-22T00:00:00,1959-11-30T00:00:00,3
982,הפועל המזרחי - המזרחי,1955-10-31T00:00:00,1957-01-22T00:00:00,3
983,"חה""כ יונה כסה",1964-12-22T00:00:00,1965-11-22T00:00:00,5
984,"חה""כ דוד בן גוריון",1968-01-23T00:00:00,1969-11-17T00:00:00,6
985,מערך,1965-11-22T00:00:00,1968-01-23T00:00:00,6
986,מפלגת העבודה הישראלית,1968-01-23T00:00:00,1969-01-28T00:00:00,6
987,הסיעה הדרוזית הישראלית,1967-04-11T00:00:00,1969-11-17T00:00:00,6
988,קידמה ופיתוח,1967-01-01T00:00:00,1969-11-17T00:00:00,6
989,שיתוף ואחווה,1967-01-01T00:00:00,1969-11-17T00:00:00,6
990,שיתוף ופיתוח,1966-07-05T00:00:00,1967-01-01T00:00:00,6
991,"חה""כ אבנר-חי שאקי",1973-05-22T00:00:00,1974-01-21T00:00:00,7
992,"חה""כ מאיר אביזוהר",1972-04-25T00:00:00,1973-07-17T00:00:00,7
993,"חה""כ שלום כהן",1972-01-04T00:00:00,1974-01-21T00:00:00,7
994,מחנה רדיקלי ישראלי,1973-07-03T00:00:00,1974-01-21T00:00:00,7
995,"חה""כ אריה לובה אליאב",1975-04-29T00:00:00,1975-06-03T00:00:00,8
996,"חה""כ בנימין הלוי",1975-03-18T00:00:00,1977-01-19T00:00:00,8
997,"חה""כ מרדכי בן-פורת",1977-03-15T00:00:00,1977-06-13T00:00:00,8
998,יעד - תנועה לזכויות האזרח,1975-06-03T00:00:00,1976-01-27T00:00:00,8
999,מפלגת פועלים מאוחדת,1977-04-10T00:00:00,1977-04-12T00:00:00,8
1000,מרכז חופשי,1976-10-26T00:00:00,1977-01-25T00:00:00,8
1001,סיעה סוציאל-דמוקרטית,1976-01-27T00:00:00,1976-02-03T00:00:00,8
1002,סיעה סוציאליסטית עצמאית,1976-02-03T00:00:00,1977-06-13T00:00:00,8
1003,קידמה ופיתוח,1976-06-08T00:00:00,1977-03-08T00:00:00,8
1004,"ר""ץ",1976-01-27T00:00:00,1977-06-13T00:00:00,8
1005,הסיעה לבדואים וכפריים,1977-01-04T00:00:00,1977-03-08T00:00:00,8
1006,"חה""כ בנימין הלוי",1981-03-10T00:00:00,1981-07-20T00:00:00,9
1007,"חה""כ יגאל ידין",1981-03-10T00:00:00,1981-07-20T00:00:00,9
1008,"חה""כ יוסף תמיר",1981-05-11T00:00:00,1981-07-20T00:00:00,9
1009,"חה""כ יצחק יצחקי",1980-10-14T00:00:00,1980-11-11T00:00:00,9
1010,"חה""כ מרדכי אלגרבלי",1980-02-05T00:00:00,1981-05-19T00:00:00,9
1011,"חה""כ משה דיין",1977-07-05T00:00:00,1981-05-19T00:00:00,9
1012,"חה""כ משה שמיר",1979-05-15T00:00:00,1979-07-17T00:00:00,9
1013,"חה""כ שמואל תמיר",1981-03-17T00:00:00,1981-07-20T00:00:00,9
1014,מפלגת האיחוד לקידום ולחינוך החברה בישראל,1981-05-19T00:00:00,1981-07-20T00:00:00,9
1015,פיתוח ושלום,1978-02-28T00:00:00,1981-07-20T00:00:00,9
1016,רשימה ממלכתית,1981-05-19T00:00:00,1981-05-27T00:00:00,9
1017,"רפ""י - הרשימה הממלכתית",1981-01-26T00:00:00,1981-05-19T00:00:00,9
1018,שוויון בישראל-פנתרים,1980-12-30T00:00:00,1981-05-19T00:00:00,9
1019,גשר - מרכז ציוני דתי,1984-05-29T00:00:00,1984-06-12T00:00:00,10
1020,"חה""כ חיים דרוקמן",1983-10-10T00:00:00,1984-08-13T00:00:00,10
1021,"ר""ץ",1984-05-14T00:00:00,1984-08-13T00:00:00,10
1022,"רפ""י - הרשימה הממלכתית",1983-06-06T00:00:00,1984-08-13T00:00:00,10
1023,התנועה להתחדשות ציונית חברתית,1983-06-06T00:00:00,1984-08-13T00:00:00,10
1024,"חה""כ רפאל איתן",1987-11-16T00:00:00,1987-11-30T00:00:00,11
1025,"חה""כ שמעון בן-שלמה",1988-09-27T00:00:00,1988-11-21T00:00:00,11
1026,מפלגה לקידום הרעיון הציוני,1990-03-15T00:00:00,1992-03-03T00:00:00,12
1027,"חה""כ צ'רלי ביטון",1990-12-25T00:00:00,1991-01-01T00:00:00,12
1028,אגודת ישראל,1996-04-08T00:00:00,1996-06-17T00:00:00,13
1029,דגל התורה,1996-04-08T00:00:00,1996-06-17T00:00:00,13
1030,"חה""כ אפרים גור",1996-03-07T00:00:00,1996-06-17T00:00:00,13
1031,"חה""כ יוסף בא-גד",1996-03-12T00:00:00,1996-06-17T00:00:00,13
1032,"חה""כ יוסף עזרן",1996-02-28T00:00:00,1996-06-17T00:00:00,13
1033,"חה""כ נאוה ארד",1996-03-07T00:00:00,1996-06-17T00:00:00,13
1034,אגודת ישראל,1999-02-23T00:00:00,1999-06-07T00:00:00,14
1035,"חה""כ דוד צוקר",1999-03-17T00:00:00,1999-06-07T00:00:00,14
1036,"חה""כ עמנואל זיסמן",1999-03-29T00:00:00,1999-06-07T00:00:00,14
1037,סיעה של ברונפמן וצינקר (סיעה ללא שם),1999-07-20T00:00:00,1999-07-26T00:00:00,15
1038,שינוי מפלגת החילונים ומעמד הביניים,2005-05-18T00:00:00,2006-01-26T00:00:00,16
1039,אגודת ישראל,2008-12-18T00:00:00,2009-02-24T00:00:00,17
1040,"אח""י - ארץ, חברה, יהדות",2008-12-23T00:00:00,2009-02-24T00:00:00,17
1041,דגל התורה,2008-12-18T00:00:00,2009-02-24T00:00:00,17
1042,"הבית היהודי מיסודם של המפד""ל",2008-12-23T00:00:00,2009-02-24T00:00:00,17
1043,"הבית היהודי מיסודם של המפד""ל והאיחוד הלאומי",2008-12-03T00:00:00,2008-12-23T00:00:00,17
1044,העבודה בראשות אהוד ברק,2008-12-18T00:00:00,2009-02-24T00:00:00,17
1045,מולדת האיחוד הלאומי,2008-12-23T00:00:00,2009-02-24T00:00:00,17
1046,מימד,2008-12-18T00:00:00,2009-02-24T00:00:00,17
1047,העבודה בראשות אהוד ברק,2009-02-24T00:00:00,2011-01-17T00:00:00,18
1048,התנועה בראשות ציפי לבני,2012-12-03T00:00:00,2013-02-05T00:00:00,18
1049,"חה""כ חיים אמסלם",2012-12-03T00:00:00,2013-02-05T00:00:00,18
1050,"מד""ע - מפלגה דמוקרטית ערבית",2012-12-03T00:00:00,2013-02-05T00:00:00,18
1051,עוצמה לישראל,2012-11-19T00:00:00,2013-02-05T00:00:00,18
1052,"רע""מ-תע""ל",2014-12-08T00:00:00,2015-01-22T00:00:00,19
1053,"רע""מ - רשימת האיחוד הערבי",2015-01-22T00:00:00,2015-03-31T00:00:00,19
1054,"תע""ל - התנועה הערבית להתחדשות",2015-01-22T00:00:00,2015-03-31T00:00:00,19
1055,דגל התורה,2019-01-09T00:00:00,2019-04-30T00:00:00,20
1056,אגודת ישראל,2019-01-09T00:00:00,2019-04-30T00:00:00,20
1057,"תע""ל – בראשות אחמד טיבי",2019-01-09T00:00:00,2019-04-30T00:00:00,20
1058,"אח""י - ארץ, חברה, יהדות",2019-06-02T00:00:00,2019-09-04T00:00:00,21
1059,"רע""ם – רשימת האיחוד הערבי",2019-06-02T00:00:00,2019-10-03T00:00:00,21
1060,"בל""ד – ברית לאומית דמוקרטית",2019-06-02T00:00:00,2019-10-03T00:00:00,21
1061,"חד""ש",2019-07-10T00:00:00,2019-10-03T00:00:00,21
1062,"תע""ל",2019-07-10T00:00:00,2019-10-03T00:00:00,21
1063,אגודת ישראל,2019-07-10T00:00:00,2019-10-03T00:00:00,21
1064,דגל התורה,2019-07-10T00:00:00,2019-10-03T00:00:00,21
1065,אגודת ישראל,2019-12-30T00:00:00,2020-03-16T00:00:00,22
1066,דגל התורה,2019-12-30T00:00:00,2020-03-16T00:00:00,22
1067,"חד""ש - חזית דמוקרטית לשלום ושוויון",2019-12-30T00:00:00,2020-03-16T00:00:00,22
1068,"בל""ד - ברית לאומית דמוקרטית",2019-12-30T00:00:00,2020-03-16T00:00:00,22
1069,"רע""מ - רשימת האיחוד הערבי",2019-12-30T00:00:00,2020-03-16T00:00:00,22
1070,"תע""ל - התנועה הערבית לשינוי",2019-12-30T00:00:00,2020-03-16T00:00:00,22
1071,אגודת ישראל,2020-12-28T00:00:00,2021-04-06T00:00:00,23
1072,דגל התורה,2020-12-28T00:00:00,2021-04-06T00:00:00,23
1073,האיחוד הלאומי,2021-01-20T00:00:00,2021-04-06T00:00:00,23
1074,הרשימה המשותפת,2021-01-28T00:00:00,2021-04-06T00:00:00,23
1075,"רע""מ – רשימת האיחוד הערבי",2021-01-28T00:00:00,2021-04-06T00:00:00,23
1076,"תע""ל – התנועה הערבית להתחדשות",2021-01-28T00:00:00,2021-04-06T00:00:00,23
1077,ימינה בראשות איילת שקד הבית היהודי – האיחוד הלאומי – הימין החדש,2019-10-03T00:00:00,2019-10-10T00:00:00,22
1078,שינוי,2006-01-26T00:00:00,2006-04-17T00:00:00,16
1079,כחול לבן בראשות בנימין גנץ,2020-03-16T00:00:00,2020-03-29T00:00:00,23
1080,"ח""כ יחיד - עמיחי שיקלי",2022-04-25T00:00:00,2022-07-14T00:00:00,24
1081,עוצמה יהודית,2022-07-03T00:00:00,2022-11-15T00:00:00,24
1082,דגל התורה,2022-08-15T00:00:00,2022-11-15T00:00:00,24
1083,אגודת ישראל,2022-08-15T00:00:00,2022-11-15T00:00:00,24
1084,"נעם - בראשות חה""כ אבי מעוז",2022-08-15T00:00:00,2022-11-15T00:00:00,24
1085,המחנה הממלכתי,2022-08-15T00:00:00,2022-11-15T00:00:00,24
1086,ביחד,2022-08-15T00:00:00,2022-09-06T00:00:00,24
1087,דרך ארץ,2022-08-15T00:00:00,2022-11-15T00:00:00,24
1088,תקווה חדשה - אחדות לישראל,2022-08-15T00:00:00,2022-11-15T00:00:00,24
1089,"הרשימה המשותפת (חד""ש, בל""ד)",2022-09-06T00:00:00,2022-11-15T00:00:00,24
1090,"התנועה הערבית להתחדשות (תע""ל)",2022-09-06T00:00:00,2022-11-15T00:00:00,24
1091,ימינה,2022-08-15T00:00:00,2022-11-15T00:00:00,24
1092,חופש כלכלי,2022-09-15T00:00:00,2022-11-15T00:00:00,24
1095,"סיעת התאחדות הספרדים שומרי תורה תנועתו של מרן הרב עובדיה יוסף זצ""ל",2022-11-15T00:00:00,,25
1096,סיעת הליכוד ,2022-11-15T00:00:00,,25
1097,סיעת הציונות הדתית (נסגרה),2022-11-15T00:00:00,2022-11-20T00:00:00,25
1098,סיעת המחנה הממלכתי ,2022-11-15T00:00:00,,25
1099,"סיעת רע""ם",2022-11-15T00:00:00,,25
1100,סיעת העבודה,2022-11-15T00:00:00,,25
1101,סיעת יהדות התורה,2022-11-15T00:00:00,,25
1102,סיעת יש עתיד,2022-11-15T00:00:00,,25
1103,"סיעת חד""ש-תע""ל",2022-11-15T00:00:00,,25
1104,סיעת ישראל ביתנו,2022-11-15T00:00:00,,25
1105,סיעת הציונות הדתית בראשות בצלאל סמוטריץ',2022-11-20T00:00:00,,25
1106,סיעת עוצמה יהודית בראשות איתמר בן גביר,2022-11-20T00:00:00,,25
1107,סיעת נעם - בראשות אבי מעוז,2022-11-20T00:00:00,,25
1108,סיעת הימין הממלכתי,2024-03-13T00:00:00,,25
