,Unnamed: 0,party_id,party_name,start_date,end_date,KnessetNum,country
285,285,637,ליכוד - גשר - צומת,1996-06-17T00:00:00,1999-02-23T00:00:00,14,3
286,286,638,ישראל ביתנו בראשות אביגדור ליברמן,2006-04-17T00:00:00,2009-02-24T00:00:00,17,3
287,287,639,ישראל בעלייה,1996-06-17T00:00:00,1999-06-07T00:00:00,14,3
288,288,640,מרצ-ישראל חברתית דמוקרטית,2006-04-17T00:00:00,2009-02-24T00:00:00,17,3
289,289,641,"מד""ע - רע""ם",1996-06-17T00:00:00,1999-06-07T00:00:00,14,3
290,290,642,"איחוד לאומי-מפד""ל רשימה יהודית לאומית מאוחדת",2006-04-17T00:00:00,2008-12-03T00:00:00,17,3
291,291,643,חזית דמוקרטית לשלום ושוויון,1999-03-08T00:00:00,1999-06-07T00:00:00,14,3
292,292,645,ליכוד - צומת,1999-02-23T00:00:00,1999-03-04T00:00:00,14,3
293,293,647,חרות - התנועה הלאומית,1999-02-23T00:00:00,1999-06-07T00:00:00,14,3
294,294,649,ישראל במרכז,1999-02-23T00:00:00,1999-06-07T00:00:00,14,3
295,295,651,"עלי""ה - עמנו למען ישראל המתחדשת",1999-02-23T00:00:00,1999-06-07T00:00:00,14,3
296,296,653,מכורה,1999-03-04T00:00:00,1999-03-04T00:00:00,14,3
297,297,655,אמונים,1999-03-04T00:00:00,1999-03-17T00:00:00,14,3
298,298,657,ברית לאומית דמוקרטית,1999-03-08T00:00:00,1999-06-07T00:00:00,14,3
299,299,661,תקומה,1999-03-17T00:00:00,1999-06-07T00:00:00,14,3
300,300,663,הצעירים,1999-03-22T00:00:00,1999-03-29T00:00:00,14,3
301,301,665,עם אחד,1999-03-25T00:00:00,1999-06-07T00:00:00,14,3
302,302,667,שינוי,1999-03-29T00:00:00,1999-06-07T00:00:00,14,3
303,303,679,האיחוד הלאומי,1999-06-07T00:00:00,2000-02-01T00:00:00,15,3
304,304,681,ישראל ביתנו,1999-06-07T00:00:00,2000-02-01T00:00:00,15,3
305,305,683,מחר - מפלגת חברה ורפורמות,1999-07-26T00:00:00,1999-10-18T00:00:00,15,3
306,306,685,לב,2002-11-06T00:00:00,2002-11-06T00:00:00,15,3
307,307,687,אחדות לאומית - הברית הלאומית המתקדמת,2002-12-10T00:00:00,2003-02-17T00:00:00,15,3
308,308,688,"בנא""י",1979-07-17T00:00:00,1979-11-20T00:00:00,9,3
309,309,689,"תחייה - בנא""י",1979-11-20T00:00:00,1981-07-20T00:00:00,9,3
310,310,690,הליכוד עם בנימין נתניהו לראשות הממשלה,2006-04-17T00:00:00,2009-02-24T00:00:00,17,3
311,311,691,השומר הצעיר,1948-02-14T00:00:00,1949-02-14T00:00:00,0,3
312,312,692,התנועה הרווזיוניסטית,1948-02-14T00:00:00,1949-02-14T00:00:00,0,3
313,313,693,החזית הדתית המאוחדת,1948-02-14T00:00:00,1949-02-14T00:00:00,0,3
314,314,694,התאחדות התימנים,1948-02-14T00:00:00,1949-02-14T00:00:00,0,3
315,315,702,צדק לזקן,2008-06-02T00:00:00,2008-10-27T00:00:00,17,3
316,316,722,הדרך הטובה,2008-10-27T00:00:00,2009-02-24T00:00:00,17,3
317,317,742,איחוד לאומי,2009-02-24T00:00:00,2013-02-05T00:00:00,18,3
318,318,743,"הבית היהודי - מפד""ל החדשה",2009-02-24T00:00:00,2013-02-05T00:00:00,18,3
319,319,744,"אלתג'מוע אלווטני אלדמוקרטי - בל""ד",2009-02-24T00:00:00,2013-02-05T00:00:00,18,3
320,320,745,חזית דמוקרטית לשלום ושוויון,2009-02-24T00:00:00,2013-02-05T00:00:00,18,3
321,321,746,יהדות התורה והשבת אגודת ישראל - דגל התורה,2009-02-24T00:00:00,2013-02-05T00:00:00,18,3
322,322,747,ישראל ביתנו בראשות אביגדור ליברמן,2009-02-24T00:00:00,2013-02-05T00:00:00,18,3
323,323,748,"הליכוד - אח""י בהנהגת בנימין נתניהו לראשות הממשלה",2009-02-24T00:00:00,2013-02-05T00:00:00,18,3
324,324,749,התנועה החדשה מרצ,2009-02-24T00:00:00,2013-02-05T00:00:00,18,3
325,325,750,העבודה,2011-01-17T00:00:00,2013-02-05T00:00:00,18,3
326,326,751,קדימה - עם ציפי לבני לראשות הממשלה,2009-02-24T00:00:00,2013-02-05T00:00:00,18,3
327,327,752,הרשימה הערבית המאוחדת - התנועה הערבית להתחדשות,2009-02-24T00:00:00,2013-02-05T00:00:00,18,3
328,328,753,התאחדות הספרדים העולמית שומרי תורה,2009-02-24T00:00:00,2013-02-05T00:00:00,18,3
329,329,762,העצמאות,2011-01-17T00:00:00,2013-02-05T00:00:00,18,3
330,330,802,"בל""ד - אלתג'מוע אלווטני אלדמוקרטי",2013-02-05T00:00:00,2015-03-31T00:00:00,19,3
331,331,803,"הבית היהודי מייסודם של האיחוד הלאומי והמפד""ל החדשה",2013-02-05T00:00:00,2015-03-31T00:00:00,19,3
332,332,804,הליכוד - ישראל ביתנו ,2013-02-05T00:00:00,2014-07-09T00:00:00,19,3
333,333,805,העבודה בראשות שלי יחימוביץ',2013-02-05T00:00:00,2015-03-31T00:00:00,19,3
334,334,806,"חד""ש - החזית הדמוקרטית לשלום ושוויון",2013-02-05T00:00:00,2015-03-31T00:00:00,19,3
335,335,807,"יהדות התורה והשבת, אגודת ישראל - דגל התורה",2013-02-05T00:00:00,2015-03-31T00:00:00,19,3
336,336,808,מרצ - השמאל של ישראל,2013-02-05T00:00:00,2015-03-31T00:00:00,19,3
337,337,809,קדימה בראשות שאול מופז,2013-02-05T00:00:00,2015-03-31T00:00:00,19,3
338,338,810,"רע""מ-תע""ל-מד""ע",2013-02-05T00:00:00,2014-12-08T00:00:00,19,3
339,339,811,שס התאחדות הספרדים העולמית שומרי תורה,2013-02-05T00:00:00,2015-03-31T00:00:00,19,3
340,340,812,יש עתיד בראשות יאיר לפיד,2013-02-05T00:00:00,2015-03-31T00:00:00,19,3
341,341,813,התנועה בראשות ציפי לבני,2013-02-05T00:00:00,2015-03-31T00:00:00,19,3
342,342,842,הליכוד - תנועה לאומית ליברלית,2014-07-09T00:00:00,2015-03-31T00:00:00,19,3
343,343,843,ישראל ביתנו,2014-07-09T00:00:00,2015-03-31T00:00:00,19,3
344,344,882,הליכוד,2015-03-31T00:00:00,2019-04-30T00:00:00,20,3
345,345,902,המחנה הציוני,2015-03-31T00:00:00,2019-01-01T00:00:00,20,3
346,346,903,"הרשימה המשותפת (חד""ש, רע""ם, בל""ד ותע""ל)",2015-03-31T00:00:00,2019-04-30T00:00:00,20,3
347,347,904,יש עתיד,2015-03-31T00:00:00,2019-04-30T00:00:00,20,3
348,348,905,ישראל ביתנו,2015-03-31T00:00:00,2019-04-30T00:00:00,20,3
349,349,906,כולנו בראשות משה כחלון,2015-03-31T00:00:00,2019-04-30T00:00:00,20,3
350,350,907,הבית היהודי בראשות נפתלי בנט,2015-03-31T00:00:00,2019-04-30T00:00:00,20,3
351,351,908,יהדות התורה,2015-03-31T00:00:00,2019-01-09T00:00:00,20,3
352,352,909,מרצ,2015-03-31T00:00:00,2019-04-30T00:00:00,20,3
353,353,910,"ש""ס",2015-03-31T00:00:00,2019-04-30T00:00:00,20,3
354,354,911,אין נתונים,1900-01-01T00:00:00,,1,3
355,355,913,"חה""כ אורלי לוי-אבקסיס",2017-03-15T00:00:00,2019-04-30T00:00:00,20,3
356,356,914,העבודה הישראלית,2019-01-01T00:00:00,2019-04-30T00:00:00,20,3
357,357,915,התנועה,2019-01-01T00:00:00,2019-04-30T00:00:00,20,3
358,358,916,הימין החדש,2018-12-30T00:00:00,2019-04-30T00:00:00,20,3
359,359,917,כחול לבן,2019-04-30T00:00:00,2019-10-03T00:00:00,21,3
360,360,918,"ש""ס",2019-04-30T00:00:00,2019-10-03T00:00:00,21,3
361,361,922,"רע""ם - בל""ד - הרשימה הערבית המאוחדת ברית לאומית דמוקרטית",2019-04-30T00:00:00,2019-06-02T00:00:00,21,3
362,362,923,הבית היהודי - האיחוד הלאומי,2019-04-30T00:00:00,2019-10-03T00:00:00,21,3
363,363,924,"חד""ש תע""ל בראשות איימן עודה ואחמד טיבי",2019-04-30T00:00:00,2019-07-10T00:00:00,21,3
364,364,925,סיעת העבודה,2019-04-30T00:00:00,2019-10-03T00:00:00,21,3
365,365,926,מרצ,2019-04-30T00:00:00,2019-10-03T00:00:00,21,3
366,366,928,יהדות התורה,2019-04-30T00:00:00,2019-07-10T00:00:00,21,3
367,367,929,ישראל ביתנו בראשות אביגדור ליברמן,2019-04-30T00:00:00,2019-10-03T00:00:00,21,3
368,368,930,כולנו בראשות משה כחלון,2019-04-30T00:00:00,2019-10-03T00:00:00,21,3
369,369,931,הליכוד בהנהגת בנימין נתניהו לראשות הממשלה,2019-04-30T00:00:00,2019-10-03T00:00:00,21,3
370,370,932,"ש""ס",2019-10-03T00:00:00,2020-03-16T00:00:00,22,3
371,371,933,הליכוד בהנהגת בנימין נתניהו לראשות הממשלה,2019-10-03T00:00:00,2020-03-16T00:00:00,22,3
372,372,934,העבודה - גשר,2019-10-03T00:00:00,2020-03-16T00:00:00,22,3
373,373,935,הבית היהודי - האיחוד הלאומי,2019-10-10T00:00:00,2020-03-16T00:00:00,22,3
374,374,936,יהדות התורה והשבת אגודת ישראל - דגל התורה,2019-10-03T00:00:00,2019-12-30T00:00:00,22,3
375,375,937,ישראל ביתנו בראשות אביגדור ליברמן,2019-10-03T00:00:00,2020-03-16T00:00:00,22,3
376,376,938,כחול לבן,2019-10-03T00:00:00,2020-03-16T00:00:00,22,3
377,377,939,המחנה הדמוקרטי,2019-10-03T00:00:00,2020-03-16T00:00:00,22,3
378,378,940,"הרשימה המשותפת חד""ש, רע""ם, תע""ל, בל""ד",2019-10-03T00:00:00,2019-12-30T00:00:00,22,3
379,379,941,הימין החדש,2019-10-10T00:00:00,2020-03-16T00:00:00,22,3
380,380,942,הליכוד,2020-03-16T00:00:00,2021-04-06T00:00:00,23,3
381,381,943,"הרשימה המשותפת חד""ש, רע""מ, תע""ל, בל""ד",2020-03-16T00:00:00,2021-01-28T00:00:00,23,3
382,382,944,יהדות התורה והשבת אגודת ישראל - דגל התורה,2020-03-16T00:00:00,2020-12-28T00:00:00,23,3
383,383,945,ישראל ביתנו בראשות אביגדור ליברמן,2020-03-16T00:00:00,2021-04-06T00:00:00,23,3
384,384,946,כחול לבן,2020-03-29T00:00:00,2021-04-06T00:00:00,23,3
385,385,947,"ש""ס",2020-03-16T00:00:00,2021-04-06T00:00:00,23,3
386,386,948,ימינה,2020-03-16T00:00:00,2021-04-06T00:00:00,23,3
387,387,949,העבודה - גשר - מרצ,2020-03-16T00:00:00,2020-03-23T00:00:00,23,3
388,388,950,יש עתיד,2020-03-29T00:00:00,2020-03-29T00:00:00,23,3
389,389,951,"תל""ם - תנועה לאומית ממלכתית",2020-03-29T00:00:00,2020-03-29T00:00:00,23,3
390,390,952,"חה""כ ע'דיר כמאל מריח",2020-03-29T00:00:00,2020-03-29T00:00:00,23,3
391,391,953,"חה""כ פנינה תמנו",2020-03-29T00:00:00,2020-03-29T00:00:00,23,3
392,392,954,דרך ארץ,2020-03-29T00:00:00,2021-04-06T00:00:00,23,3
393,393,955,"יש עתיד - תל""ם",2020-03-29T00:00:00,2021-04-06T00:00:00,23,3
394,394,956,העבודה - מרצ,2020-03-23T00:00:00,2020-04-06T00:00:00,23,3
395,395,957,גשר,2020-03-23T00:00:00,2021-04-06T00:00:00,23,3
396,396,958,העבודה הישראלית,2020-04-06T00:00:00,2021-04-06T00:00:00,23,3
397,397,959,מרצ,2020-04-06T00:00:00,2021-04-06T00:00:00,23,3
398,398,960,הבית היהודי,2020-07-14T00:00:00,2021-04-06T00:00:00,23,3
399,399,961,הציונות הדתית,2021-04-06T00:00:00,2022-11-15T00:00:00,24,3
400,400,962,הליכוד בהנהגת בנימין נתניהו לראשות הממשלה,2021-04-06T00:00:00,2022-11-15T00:00:00,24,3
401,401,963,העבודה,2021-04-06T00:00:00,2022-11-15T00:00:00,24,3
402,402,964,"הרשימה המשותפת (חד""ש, תע""ל, בל""ד)",2021-04-06T00:00:00,2022-09-06T00:00:00,24,3
403,403,965,יהדות התורה והשבת - אגודת ישראל דגל התורה,2021-04-06T00:00:00,2022-08-15T00:00:00,24,3
404,404,966,ימינה בראשות נפתלי בנט,2021-04-06T00:00:00,2022-08-15T00:00:00,24,3
405,405,967,יש עתיד,2021-04-06T00:00:00,2022-11-15T00:00:00,24,3
406,406,968,ישראל ביתנו,2021-04-06T00:00:00,2022-11-15T00:00:00,24,3
407,407,969,כחול לבן,2021-04-06T00:00:00,2022-11-15T00:00:00,24,3
408,408,970,מרצ,2021-04-06T00:00:00,2022-11-15T00:00:00,24,3
409,409,971,"ש""ס",2021-04-06T00:00:00,2022-11-15T00:00:00,24,3
410,410,972,תקווה חדשה,2021-04-06T00:00:00,2022-08-15T00:00:00,24,3
411,411,973,הרשימה הערבית המאוחדת,2021-04-06T00:00:00,2022-11-15T00:00:00,24,3
412,412,974,עתיד אחד,2021-06-27T00:00:00,2021-06-27T00:00:00,24,3
413,413,977,הקומוניסטים העברים,1949-06-08T00:00:00,1949-08-15T00:00:00,1,3
414,414,978,סיעה בלתי תלויה באחדות העבודה,1953-01-20T00:00:00,1954-01-13T00:00:00,2,3
415,415,979,סיעת השמאל,1952-02-20T00:00:00,1954-11-01T00:00:00,2,3
416,416,980,אגודת ישראל - פועלי אגודת ישראל,1955-11-03T00:00:00,1959-11-30T00:00:00,3,3
417,417,981,מפלגה דתית לאומית,1957-01-22T00:00:00,1959-11-30T00:00:00,3,3
418,418,982,הפועל המזרחי - המזרחי,1955-10-31T00:00:00,1957-01-22T00:00:00,3,3
419,419,983,"חה""כ יונה כסה",1964-12-22T00:00:00,1965-11-22T00:00:00,5,3
420,420,984,"חה""כ דוד בן גוריון",1968-01-23T00:00:00,1969-11-17T00:00:00,6,3
421,421,985,מערך,1965-11-22T00:00:00,1968-01-23T00:00:00,6,3
422,422,986,מפלגת העבודה הישראלית,1968-01-23T00:00:00,1969-01-28T00:00:00,6,3
423,423,987,הסיעה הדרוזית הישראלית,1967-04-11T00:00:00,1969-11-17T00:00:00,6,3
424,424,988,קידמה ופיתוח,1967-01-01T00:00:00,1969-11-17T00:00:00,6,3
425,425,989,שיתוף ואחווה,1967-01-01T00:00:00,1969-11-17T00:00:00,6,3
426,426,990,שיתוף ופיתוח,1966-07-05T00:00:00,1967-01-01T00:00:00,6,3
427,427,991,"חה""כ אבנר-חי שאקי",1973-05-22T00:00:00,1974-01-21T00:00:00,7,3
428,428,992,"חה""כ מאיר אביזוהר",1972-04-25T00:00:00,1973-07-17T00:00:00,7,3
429,429,993,"חה""כ שלום כהן",1972-01-04T00:00:00,1974-01-21T00:00:00,7,3
430,430,994,מחנה רדיקלי ישראלי,1973-07-03T00:00:00,1974-01-21T00:00:00,7,3
431,431,995,"חה""כ אריה לובה אליאב",1975-04-29T00:00:00,1975-06-03T00:00:00,8,3
432,432,996,"חה""כ בנימין הלוי",1975-03-18T00:00:00,1977-01-19T00:00:00,8,3
433,433,997,"חה""כ מרדכי בן-פורת",1977-03-15T00:00:00,1977-06-13T00:00:00,8,3
434,434,998,יעד - תנועה לזכויות האזרח,1975-06-03T00:00:00,1976-01-27T00:00:00,8,3
435,435,999,מפלגת פועלים מאוחדת,1977-04-10T00:00:00,1977-04-12T00:00:00,8,3
436,436,1000,מרכז חופשי,1976-10-26T00:00:00,1977-01-25T00:00:00,8,3
437,437,1001,סיעה סוציאל-דמוקרטית,1976-01-27T00:00:00,1976-02-03T00:00:00,8,3
438,438,1002,סיעה סוציאליסטית עצמאית,1976-02-03T00:00:00,1977-06-13T00:00:00,8,3
439,439,1003,קידמה ופיתוח,1976-06-08T00:00:00,1977-03-08T00:00:00,8,3
440,440,1004,"ר""ץ",1976-01-27T00:00:00,1977-06-13T00:00:00,8,3
441,441,1005,הסיעה לבדואים וכפריים,1977-01-04T00:00:00,1977-03-08T00:00:00,8,3
442,442,1006,"חה""כ בנימין הלוי",1981-03-10T00:00:00,1981-07-20T00:00:00,9,3
443,443,1007,"חה""כ יגאל ידין",1981-03-10T00:00:00,1981-07-20T00:00:00,9,3
444,444,1008,"חה""כ יוסף תמיר",1981-05-11T00:00:00,1981-07-20T00:00:00,9,3
445,445,1009,"חה""כ יצחק יצחקי",1980-10-14T00:00:00,1980-11-11T00:00:00,9,3
446,446,1010,"חה""כ מרדכי אלגרבלי",1980-02-05T00:00:00,1981-05-19T00:00:00,9,3
447,447,1011,"חה""כ משה דיין",1977-07-05T00:00:00,1981-05-19T00:00:00,9,3
448,448,1012,"חה""כ משה שמיר",1979-05-15T00:00:00,1979-07-17T00:00:00,9,3
449,449,1013,"חה""כ שמואל תמיר",1981-03-17T00:00:00,1981-07-20T00:00:00,9,3
450,450,1014,מפלגת האיחוד לקידום ולחינוך החברה בישראל,1981-05-19T00:00:00,1981-07-20T00:00:00,9,3
451,451,1015,פיתוח ושלום,1978-02-28T00:00:00,1981-07-20T00:00:00,9,3
452,452,1016,רשימה ממלכתית,1981-05-19T00:00:00,1981-05-27T00:00:00,9,3
453,453,1017,"רפ""י - הרשימה הממלכתית",1981-01-26T00:00:00,1981-05-19T00:00:00,9,3
454,454,1018,שוויון בישראל-פנתרים,1980-12-30T00:00:00,1981-05-19T00:00:00,9,3
455,455,1019,גשר - מרכז ציוני דתי,1984-05-29T00:00:00,1984-06-12T00:00:00,10,3
456,456,1020,"חה""כ חיים דרוקמן",1983-10-10T00:00:00,1984-08-13T00:00:00,10,3
457,457,1021,"ר""ץ",1984-05-14T00:00:00,1984-08-13T00:00:00,10,3
458,458,1022,"רפ""י - הרשימה הממלכתית",1983-06-06T00:00:00,1984-08-13T00:00:00,10,3
459,459,1023,התנועה להתחדשות ציונית חברתית,1983-06-06T00:00:00,1984-08-13T00:00:00,10,3
460,460,1024,"חה""כ רפאל איתן",1987-11-16T00:00:00,1987-11-30T00:00:00,11,3
461,461,1025,"חה""כ שמעון בן-שלמה",1988-09-27T00:00:00,1988-11-21T00:00:00,11,3
462,462,1026,מפלגה לקידום הרעיון הציוני,1990-03-15T00:00:00,1992-03-03T00:00:00,12,3
463,463,1027,"חה""כ צ'רלי ביטון",1990-12-25T00:00:00,1991-01-01T00:00:00,12,3
464,464,1028,אגודת ישראל,1996-04-08T00:00:00,1996-06-17T00:00:00,13,3
465,465,1029,דגל התורה,1996-04-08T00:00:00,1996-06-17T00:00:00,13,3
466,466,1030,"חה""כ אפרים גור",1996-03-07T00:00:00,1996-06-17T00:00:00,13,3
467,467,1031,"חה""כ יוסף בא-גד",1996-03-12T00:00:00,1996-06-17T00:00:00,13,3
468,468,1032,"חה""כ יוסף עזרן",1996-02-28T00:00:00,1996-06-17T00:00:00,13,3
469,469,1033,"חה""כ נאוה ארד",1996-03-07T00:00:00,1996-06-17T00:00:00,13,3
470,470,1034,אגודת ישראל,1999-02-23T00:00:00,1999-06-07T00:00:00,14,3
471,471,1035,"חה""כ דוד צוקר",1999-03-17T00:00:00,1999-06-07T00:00:00,14,3
472,472,1036,"חה""כ עמנואל זיסמן",1999-03-29T00:00:00,1999-06-07T00:00:00,14,3
473,473,1037,סיעה של ברונפמן וצינקר (סיעה ללא שם),1999-07-20T00:00:00,1999-07-26T00:00:00,15,3
474,474,1038,שינוי מפלגת החילונים ומעמד הביניים,2005-05-18T00:00:00,2006-01-26T00:00:00,16,3
475,475,1039,אגודת ישראל,2008-12-18T00:00:00,2009-02-24T00:00:00,17,3
476,476,1040,"אח""י - ארץ, חברה, יהדות",2008-12-23T00:00:00,2009-02-24T00:00:00,17,3
477,477,1041,דגל התורה,2008-12-18T00:00:00,2009-02-24T00:00:00,17,3
478,478,1042,"הבית היהודי מיסודם של המפד""ל",2008-12-23T00:00:00,2009-02-24T00:00:00,17,3
479,479,1043,"הבית היהודי מיסודם של המפד""ל והאיחוד הלאומי",2008-12-03T00:00:00,2008-12-23T00:00:00,17,3
480,480,1044,העבודה בראשות אהוד ברק,2008-12-18T00:00:00,2009-02-24T00:00:00,17,3
481,481,1045,מולדת האיחוד הלאומי,2008-12-23T00:00:00,2009-02-24T00:00:00,17,3
482,482,1046,מימד,2008-12-18T00:00:00,2009-02-24T00:00:00,17,3
483,483,1047,העבודה בראשות אהוד ברק,2009-02-24T00:00:00,2011-01-17T00:00:00,18,3
484,484,1048,התנועה בראשות ציפי לבני,2012-12-03T00:00:00,2013-02-05T00:00:00,18,3
485,485,1049,"חה""כ חיים אמסלם",2012-12-03T00:00:00,2013-02-05T00:00:00,18,3
486,486,1050,"מד""ע - מפלגה דמוקרטית ערבית",2012-12-03T00:00:00,2013-02-05T00:00:00,18,3
487,487,1051,עוצמה לישראל,2012-11-19T00:00:00,2013-02-05T00:00:00,18,3
488,488,1052,"רע""מ-תע""ל",2014-12-08T00:00:00,2015-01-22T00:00:00,19,3
489,489,1053,"רע""מ - רשימת האיחוד הערבי",2015-01-22T00:00:00,2015-03-31T00:00:00,19,3
490,490,1054,"תע""ל - התנועה הערבית להתחדשות",2015-01-22T00:00:00,2015-03-31T00:00:00,19,3
491,491,1055,דגל התורה,2019-01-09T00:00:00,2019-04-30T00:00:00,20,3
492,492,1056,אגודת ישראל,2019-01-09T00:00:00,2019-04-30T00:00:00,20,3
493,493,1057,"תע""ל – בראשות אחמד טיבי",2019-01-09T00:00:00,2019-04-30T00:00:00,20,3
494,494,1058,"אח""י - ארץ, חברה, יהדות",2019-06-02T00:00:00,2019-09-04T00:00:00,21,3
495,495,1059,"רע""ם – רשימת האיחוד הערבי",2019-06-02T00:00:00,2019-10-03T00:00:00,21,3
496,496,1060,"בל""ד – ברית לאומית דמוקרטית",2019-06-02T00:00:00,2019-10-03T00:00:00,21,3
497,497,1061,"חד""ש",2019-07-10T00:00:00,2019-10-03T00:00:00,21,3
498,498,1062,"תע""ל",2019-07-10T00:00:00,2019-10-03T00:00:00,21,3
499,499,1063,אגודת ישראל,2019-07-10T00:00:00,2019-10-03T00:00:00,21,3
500,500,1064,דגל התורה,2019-07-10T00:00:00,2019-10-03T00:00:00,21,3
501,501,1065,אגודת ישראל,2019-12-30T00:00:00,2020-03-16T00:00:00,22,3
502,502,1066,דגל התורה,2019-12-30T00:00:00,2020-03-16T00:00:00,22,3
503,503,1067,"חד""ש - חזית דמוקרטית לשלום ושוויון",2019-12-30T00:00:00,2020-03-16T00:00:00,22,3
504,504,1068,"בל""ד - ברית לאומית דמוקרטית",2019-12-30T00:00:00,2020-03-16T00:00:00,22,3
505,505,1069,"רע""מ - רשימת האיחוד הערבי",2019-12-30T00:00:00,2020-03-16T00:00:00,22,3
506,506,1070,"תע""ל - התנועה הערבית לשינוי",2019-12-30T00:00:00,2020-03-16T00:00:00,22,3
507,507,1071,אגודת ישראל,2020-12-28T00:00:00,2021-04-06T00:00:00,23,3
508,508,1072,דגל התורה,2020-12-28T00:00:00,2021-04-06T00:00:00,23,3
509,509,1073,האיחוד הלאומי,2021-01-20T00:00:00,2021-04-06T00:00:00,23,3
510,510,1074,הרשימה המשותפת,2021-01-28T00:00:00,2021-04-06T00:00:00,23,3
511,511,1075,"רע""מ – רשימת האיחוד הערבי",2021-01-28T00:00:00,2021-04-06T00:00:00,23,3
512,512,1076,"תע""ל – התנועה הערבית להתחדשות",2021-01-28T00:00:00,2021-04-06T00:00:00,23,3
513,513,1077,ימינה בראשות איילת שקד הבית היהודי – האיחוד הלאומי – הימין החדש,2019-10-03T00:00:00,2019-10-10T00:00:00,22,3
514,514,1078,שינוי,2006-01-26T00:00:00,2006-04-17T00:00:00,16,3
515,515,1079,כחול לבן בראשות בנימין גנץ,2020-03-16T00:00:00,2020-03-29T00:00:00,23,3
516,516,1080,"ח""כ יחיד - עמיחי שיקלי",2022-04-25T00:00:00,2022-07-14T00:00:00,24,3
517,517,1081,עוצמה יהודית,2022-07-03T00:00:00,2022-11-15T00:00:00,24,3
518,518,1082,דגל התורה,2022-08-15T00:00:00,2022-11-15T00:00:00,24,3
519,519,1083,אגודת ישראל,2022-08-15T00:00:00,2022-11-15T00:00:00,24,3
520,520,1084,"נעם - בראשות חה""כ אבי מעוז",2022-08-15T00:00:00,2022-11-15T00:00:00,24,3
521,521,1085,המחנה הממלכתי,2022-08-15T00:00:00,2022-11-15T00:00:00,24,3
522,522,1086,ביחד,2022-08-15T00:00:00,2022-09-06T00:00:00,24,3
523,523,1087,דרך ארץ,2022-08-15T00:00:00,2022-11-15T00:00:00,24,3
524,524,1088,תקווה חדשה - אחדות לישראל,2022-08-15T00:00:00,2022-11-15T00:00:00,24,3
525,525,1089,"הרשימה המשותפת (חד""ש, בל""ד)",2022-09-06T00:00:00,2022-11-15T00:00:00,24,3
526,526,1090,"התנועה הערבית להתחדשות (תע""ל)",2022-09-06T00:00:00,2022-11-15T00:00:00,24,3
527,527,1091,ימינה,2022-08-15T00:00:00,2022-11-15T00:00:00,24,3
528,528,1092,חופש כלכלי,2022-09-15T00:00:00,2022-11-15T00:00:00,24,3
529,529,1095,"סיעת התאחדות הספרדים שומרי תורה תנועתו של מרן הרב עובדיה יוסף זצ""ל",2022-11-15T00:00:00,,25,3
530,530,1096,סיעת הליכוד ,2022-11-15T00:00:00,,25,3
531,531,1097,סיעת הציונות הדתית (נסגרה),2022-11-15T00:00:00,2022-11-20T00:00:00,25,3
532,532,1098,סיעת המחנה הממלכתי ,2022-11-15T00:00:00,,25,3
533,533,1099,"סיעת רע""ם",2022-11-15T00:00:00,,25,3
534,534,1100,סיעת העבודה,2022-11-15T00:00:00,,25,3
535,535,1101,סיעת יהדות התורה,2022-11-15T00:00:00,,25,3
536,536,1102,סיעת יש עתיד,2022-11-15T00:00:00,,25,3
537,537,1103,"סיעת חד""ש-תע""ל",2022-11-15T00:00:00,,25,3
538,538,1104,סיעת ישראל ביתנו,2022-11-15T00:00:00,,25,3
539,539,1105,סיעת הציונות הדתית בראשות בצלאל סמוטריץ',2022-11-20T00:00:00,,25,3
540,540,1106,סיעת עוצמה יהודית בראשות איתמר בן גביר,2022-11-20T00:00:00,,25,3
541,541,1107,סיעת נעם - בראשות אבי מעוז,2022-11-20T00:00:00,,25,3
542,542,1108,סיעת הימין הממלכתי,2024-03-13T00:00:00,,25,3
